ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 16
 path_based renewable label = 16


 (east, west, south, north, front, back, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), front, back, from host(vch2)0,.. to host(vch2)0,..
 Node 312:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 313:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 314:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 315:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 316:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 317:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 318:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 319:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 320:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 321:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 322:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 323:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 324:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 325:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 326:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 327:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 328:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 329:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 330:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 331:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 332:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 333:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 334:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 335:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 336:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 337:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 338:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 339:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
 Node 340:   1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 1
 Node 341:   0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0
