177.656	472.969
623.979	4655.82
166.25	361.25
620.469	5104.84
195	525
989.375	17263.1
126.562	319.688
254.614	1116.15
138.438	224.062
460.659	2283.74
175	285
595	3045
220	360
820	4320
155.312	252.188
399.751	1938.59
142.344	305.469
428.53	2287.36
126.25	203.75
449.844	2942.03
161.25	423.75
666.25	8028.75
107.188	223.438
177.622	544.614
132.812	214.688
460.308	2281.74
130	210
495	3945
120	120
540	4440
135.625	219.375
383.403	1845.95
