ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 10
 path_based renewable label = 10


 (east, west, south, north, front, back, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), front, back, from host(vch2)0,.. to host(vch2)0,..
 Node 74:   1 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 75:   0 2 1 0 0 0 1 1 0 0 0 0 0 3 0 0
 Node 76:   0 1 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 77:   0 2 1 0 0 0 1 1 0 0 0 0 0 3 0 0
 Node 78:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 79:   0 2 1 0 0 0 1 1 1 0 0 0 0 3 0 0
 Node 80:   1 0 1 1 3 0 0 0 0 2 0 0 0 0 1 1
 Node 81:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 82:   1 0 0 0 3 0 0 0 0 1 0 0 0 0 1 1
 Node 83:   0 1 2 0 0 0 1 1 0 0 0 0 0 3 0 0
 Node 84:   1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 85:   1 1 2 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 86:   2 1 1 1 5 0 0 0 0 0 0 0 0 0 1 1
 Node 87:   2 2 2 0 0 0 1 1 0 0 0 0 0 3 0 0
 Node 88:   2 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 89:   1 2 2 0 0 0 1 1 0 0 0 0 0 4 0 0
 Node 90:   1 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 91:   0 2 2 0 0 0 1 1 0 0 0 0 0 3 0 0
 Node 92:   0 1 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 93:   0 2 2 0 0 0 1 1 0 0 0 0 0 3 0 0
 Node 94:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 95:   0 2 2 1 0 0 1 1 1 0 0 0 0 3 0 0
 Node 96:   1 0 1 1 5 0 0 0 0 2 0 0 0 2 1 1
 Node 97:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 98:   1 0 0 0 5 0 0 0 0 1 0 0 0 2 1 1
