ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 37
 path_based renewable label = 37


 (east, west, south, north, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), from host(vch2)0,.. to host(vch2)0,..
 Node  0:   1 0 5 0 0 0 0 16 0 6 1 1
 Node  1:   1 0 5 0 0 0 0 15 0 5 1 1
 Node  2:   1 0 6 0 0 0 0 15 0 5 1 1
 Node  3:   1 0 5 0 0 0 0 14 0 6 1 1
 Node  4:   1 0 6 0 0 0 0 14 0 4 1 1
 Node  5:   1 0 6 0 0 0 0 13 0 5 1 1
 Node  6:   1 0 6 0 0 0 0 13 0 5 1 1
 Node  7:   1 0 6 0 0 0 0 12 0 4 1 1
 Node  8:   1 0 7 0 0 0 0 12 0 4 1 1
 Node  9:   1 0 6 0 0 0 0 11 0 5 1 1
 Node 10:   1 0 7 0 0 0 0 11 0 3 1 1
 Node 11:   1 0 7 0 0 0 0 10 0 4 1 1
 Node 12:   1 0 7 0 0 0 0 10 0 4 1 1
 Node 13:   1 0 7 0 0 0 0 9 0 3 1 1
 Node 14:   1 0 8 0 0 0 0 9 0 3 1 1
 Node 15:   1 0 7 0 0 0 0 8 0 4 1 1
 Node 16:   1 0 8 0 0 0 0 8 0 2 1 1
 Node 17:   1 0 7 0 0 0 0 7 0 3 1 1
 Node 18:   1 0 7 0 0 0 0 7 0 3 1 1
 Node 19:   1 0 6 0 0 0 0 6 0 2 1 1
 Node 20:   1 0 6 0 0 0 0 6 0 2 1 1
 Node 21:   1 0 5 0 0 0 0 5 0 3 1 1
 Node 22:   1 0 5 0 0 0 0 5 0 1 1 1
 Node 23:   1 0 4 0 0 0 0 4 0 2 1 1
 Node 24:   1 0 4 0 0 0 0 4 0 2 1 1
 Node 25:   1 0 3 0 0 0 0 3 0 1 1 1
 Node 26:   1 0 3 0 0 0 0 3 0 1 1 1
 Node 27:   1 0 2 0 0 0 0 2 0 2 1 1
 Node 28:   1 0 2 0 0 0 0 2 0 0 1 1
