ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 176
 path_based renewable label = 576


 (east, west, south, north, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), from host(vch2)0,.. to host(vch2)0,..
 Node 200:   560 576 336 480 127 127 0 0 96 0 128 128
 Node 201:   528 560 336 480 128 128 16 0 96 0 127 127
 Node 202:   480 544 336 480 127 127 32 0 96 0 128 128
 Node 203:   416 512 336 480 128 128 64 0 96 0 127 127
 Node 204:   336 480 336 480 127 127 96 0 96 0 128 128
 Node 205:   240 432 336 480 128 128 144 0 96 0 127 127
 Node 206:   128 384 336 480 127 127 192 0 96 0 128 128
 Node 207:   0 320 336 480 128 128 256 0 96 0 127 127
 Node 208:   320 0 240 432 127 127 0 256 144 0 128 128
 Node 209:   384 128 240 432 128 128 0 192 144 0 127 127
 Node 210:   432 240 240 432 127 127 0 144 144 0 128 128
 Node 211:   480 336 240 432 128 128 0 96 144 0 127 127
 Node 212:   512 416 240 432 127 127 0 64 144 0 128 128
 Node 213:   544 480 240 432 128 128 0 32 144 0 127 127
 Node 214:   560 528 240 432 127 127 0 16 144 0 128 128
 Node 215:   576 560 240 432 128 128 0 0 144 0 127 127
 Node 216:   560 576 240 432 127 127 0 0 144 0 128 128
 Node 217:   528 560 240 432 128 128 16 0 144 0 127 127
 Node 218:   480 544 240 432 127 127 32 0 144 0 128 128
 Node 219:   416 512 240 432 128 128 64 0 144 0 127 127
 Node 220:   336 480 240 432 127 127 96 0 144 0 128 128
 Node 221:   240 432 240 432 128 128 144 0 144 0 127 127
 Node 222:   128 384 240 432 127 127 192 0 144 0 128 128
 Node 223:   0 320 240 432 128 128 256 0 144 0 127 127
 Node 224:   320 0 128 384 127 127 0 256 192 0 128 128
 Node 225:   384 128 128 384 128 128 0 192 192 0 127 127
 Node 226:   432 240 128 384 127 127 0 144 192 0 128 128
 Node 227:   480 336 128 384 128 128 0 96 192 0 127 127
 Node 228:   512 416 128 384 127 127 0 64 192 0 128 128
 Node 229:   544 480 128 384 128 128 0 32 192 0 127 127
 Node 230:   560 528 128 384 127 127 0 16 192 0 128 128
 Node 231:   576 560 128 384 128 128 0 0 192 0 127 127
 Node 232:   560 576 128 384 127 127 0 0 192 0 128 128
 Node 233:   528 560 128 384 128 128 16 0 192 0 127 127
 Node 234:   480 544 128 384 127 127 32 0 192 0 128 128
 Node 235:   416 512 128 384 128 128 64 0 192 0 127 127
 Node 236:   336 480 128 384 127 127 96 0 192 0 128 128
 Node 237:   240 432 128 384 128 128 144 0 192 0 127 127
 Node 238:   128 384 128 384 127 127 192 0 192 0 128 128
 Node 239:   0 320 128 384 128 128 256 0 192 0 127 127
 Node 240:   320 0 0 320 127 127 0 256 256 0 128 128
 Node 241:   384 128 0 320 128 128 0 192 256 0 127 127
 Node 242:   432 240 0 320 127 127 0 144 256 0 128 128
 Node 243:   480 336 0 320 128 128 0 96 256 0 127 127
 Node 244:   512 416 0 320 127 127 0 64 256 0 128 128
 Node 245:   544 480 0 320 128 128 0 32 256 0 127 127
 Node 246:   560 528 0 320 127 127 0 16 256 0 128 128
 Node 247:   576 560 0 320 128 128 0 0 256 0 127 127
 Node 248:   560 576 0 320 127 127 0 0 256 0 128 128
 Node 249:   528 560 0 320 128 128 16 0 256 0 127 127
 Node 250:   480 544 0 320 127 127 32 0 256 0 128 128
 Node 251:   416 512 0 320 128 128 64 0 256 0 127 127
 Node 252:   336 480 0 320 127 127 96 0 256 0 128 128
 Node 253:   240 432 0 320 128 128 144 0 256 0 127 127
 Node 254:   128 384 0 320 127 127 192 0 256 0 128 128
 Node 255:   0 320 0 320 128 128 256 0 256 0 127 127

(Maximum) Crossing Paths: 576
The number of paths on this application : 65280 (all-to-all cases: 65280)
The average hops : 8.152941
ID size(without ID modification)829
(Maximum) number of slots: 576
