ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 17
 path_based renewable label = 17


 (east, west, south, north, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), from host(vch2)0,.. to host(vch2)0,..
 Node  0:   7 0 10 0 0 0 0 1 0 7 1 1
 Node  1:   7 16 3 0 1 1 0 0 0 0 0 0
 Node  2:   6 15 1 0 1 1 0 0 0 4 0 0
 Node  3:   6 14 0 0 1 1 0 0 0 0 0 0
 Node  4:   5 13 1 0 1 1 0 0 0 4 0 0
 Node  5:   5 12 2 0 1 1 0 0 0 0 0 0
 Node  6:   4 11 1 0 1 1 0 0 0 3 0 0
 Node  7:   4 10 6 0 1 1 0 0 0 0 0 0
 Node  8:   3 9 2 0 1 1 0 0 0 8 0 0
 Node  9:   3 8 1 0 1 1 0 0 0 0 0 0
 Node 10:   2 7 0 0 1 1 0 0 0 2 0 0
 Node 11:   2 6 4 0 1 1 0 0 0 0 0 0
 Node 12:   1 5 1 0 1 1 0 0 0 2 0 0
 Node 13:   1 4 0 0 1 1 0 0 0 0 0 0
 Node 14:   0 3 1 0 1 1 0 0 0 1 0 0
 Node 15:   0 2 12 0 1 1 0 0 0 1 0 0
 Node 16:   0 1 1 0 1 1 0 0 0 13 0 0
 Node 17:   0 0 1 0 1 1 1 0 0 1 0 0
 Node 18:   0 1 0 0 1 1 1 0 0 1 0 0
 Node 19:   0 1 1 0 1 1 2 0 0 0 0 0
 Node 20:   0 1 1 0 1 1 2 0 0 5 0 0
 Node 21:   0 1 2 0 1 1 3 0 0 0 0 0
 Node 22:   0 1 0 0 1 1 3 0 0 1 0 0
 Node 23:   0 1 7 0 1 1 4 0 0 1 0 0
 Node 24:   0 1 1 0 1 1 4 0 0 7 0 0
 Node 25:   0 1 3 0 1 1 5 0 0 1 0 0
 Node 26:   0 1 0 0 1 1 5 0 0 2 0 0
 Node 27:   0 1 3 0 1 1 6 0 0 0 0 0
 Node 28:   0 1 1 0 1 1 6 0 0 1 0 0
 Node 29:   0 1 4 0 1 1 7 0 0 1 0 0
 Node 30:   0 1 0 0 1 1 7 0 0 3 0 0
 Node 31:   0 1 7 0 1 1 8 0 0 0 0 0
 Node 32:   1 0 9 0 1 1 0 0 0 0 0 0
 Node 33:   2 0 2 1 1 1 0 0 0 0 0 0
 Node 34:   3 0 1 1 1 1 0 0 0 3 0 0
 Node 35:   4 0 0 0 1 1 0 0 0 0 0 0
 Node 36:   5 0 1 1 1 1 0 0 0 5 0 0
 Node 37:   6 0 2 0 1 1 0 0 0 0 0 0
 Node 38:   7 0 1 1 1 1 0 0 0 2 0 0
 Node 39:   8 0 6 0 1 1 0 0 0 0 0 0
 Node 40:   9 0 2 1 1 1 0 0 0 9 0 0
 Node 41:   10 0 1 0 1 1 0 0 0 0 0 0
 Node 42:   11 0 0 1 1 1 0 0 0 1 0 0
 Node 43:   12 0 3 0 1 1 0 0 0 1 0 0
 Node 44:   13 0 1 1 1 1 0 0 0 3 0 0
 Node 45:   14 0 0 0 1 1 0 0 0 0 0 0
 Node 46:   15 0 1 1 1 1 0 0 0 0 0 0
 Node 47:   16 0 11 0 1 1 0 0 0 1 0 0
 Node 48:   0 1 17 1 0 0 0 0 0 14 1 1
 Node 49:   0 15 1 0 1 1 0 0 0 0 0 0
 Node 50:   0 14 0 1 1 1 0 0 0 0 0 0
 Node 51:   0 13 0 0 1 1 0 0 0 0 0 0
 Node 52:   0 12 1 1 1 1 0 0 0 6 0 0
 Node 53:   0 11 2 0 1 1 0 0 0 0 0 0
 Node 54:   0 10 0 1 1 1 0 0 0 0 0 0
 Node 55:   0 9 6 0 1 1 0 0 0 1 0 0
 Node 56:   0 8 1 1 1 1 0 0 0 8 0 0
 Node 57:   0 7 3 0 1 1 0 0 0 1 0 0
 Node 58:   0 6 0 1 1 1 0 0 0 1 0 0
 Node 59:   0 5 2 0 1 1 0 0 0 0 0 0
 Node 60:   0 4 1 1 1 1 0 0 0 2 0 0
 Node 61:   0 3 4 0 1 1 0 0 0 1 0 0
 Node 62:   0 2 0 1 1 1 0 0 0 2 0 0
 Node 63:   0 1 6 0 1 1 0 0 0 0 0 0
 Node 64:   4 0 9 0 1 1 0 0 0 0 0 0
 Node 65:   5 0 2 2 1 1 0 0 0 0 0 0
 Node 66:   5 0 0 2 1 1 0 0 0 3 0 0
 Node 67:   6 0 0 0 1 1 0 0 0 0 0 0
 Node 68:   6 0 2 2 1 1 0 0 0 5 0 0
 Node 69:   7 0 2 0 1 1 0 0 0 0 0 0
 Node 70:   7 0 1 2 1 1 0 0 0 3 0 0
 Node 71:   8 0 5 0 1 1 0 0 0 0 0 0
 Node 72:   1 0 15 2 0 0 0 0 0 9 1 1
 Node 73:   1 16 1 0 1 1 0 0 0 0 0 0
 Node 74:   1 15 0 2 1 1 0 0 0 1 0 0
 Node 75:   1 14 2 0 1 1 0 0 0 1 0 0
 Node 76:   1 13 1 2 1 1 0 0 0 5 0 0
 Node 77:   1 12 0 0 1 1 0 0 0 0 0 0
 Node 78:   1 11 1 2 1 1 0 0 0 0 0 0
 Node 79:   1 10 10 0 1 1 0 0 0 0 0 0
 Node 80:   1 9 16 0 1 1 0 0 0 0 0 0
 Node 81:   1 8 1 1 1 1 0 0 0 0 0 0
 Node 82:   1 7 0 2 1 1 0 0 0 0 0 0
 Node 83:   1 6 0 0 1 1 0 0 0 0 0 0
 Node 84:   1 5 1 2 1 1 0 0 0 7 0 0
 Node 85:   1 4 2 0 1 1 0 0 0 0 0 0
 Node 86:   1 3 0 2 1 1 0 0 0 0 0 0
 Node 87:   0 2 6 0 1 1 0 0 0 1 0 0
 Node 88:   0 1 1 2 1 1 0 0 0 9 0 0
 Node 89:   0 0 3 0 1 1 1 0 0 1 0 0
 Node 90:   0 0 0 2 1 1 1 0 0 2 0 0
 Node 91:   0 0 2 0 1 1 2 0 0 0 0 0
 Node 92:   0 0 2 2 1 1 2 0 0 3 0 0
 Node 93:   0 0 0 0 1 1 3 0 0 1 0 0
 Node 94:   0 0 0 2 1 1 3 0 0 2 0 0
 Node 95:   0 0 6 0 1 1 4 0 0 0 0 0
 Node 96:   0 0 9 0 1 1 0 4 0 0 0 0
 Node 97:   0 0 2 3 1 1 0 4 0 0 0 0
 Node 98:   0 0 0 4 1 1 0 3 0 6 0 0
 Node 99:   0 0 0 0 1 1 0 3 0 0 0 0
 Node 100:   0 0 3 4 1 1 0 2 0 6 0 0
 Node 101:   0 0 2 0 1 1 0 2 0 0 0 0
 Node 102:   0 0 1 4 1 1 0 1 0 2 0 0
 Node 103:   0 0 4 0 1 1 0 1 0 0 0 0
 Node 104:   1 0 14 0 1 1 0 0 0 0 0 0
 Node 105:   2 0 1 1 1 1 0 0 0 0 0 0
 Node 106:   3 0 0 3 1 1 0 0 0 1 0 0
 Node 107:   4 0 1 0 1 1 0 0 0 1 0 0
 Node 108:   5 0 1 3 1 1 0 0 0 6 0 0
 Node 109:   6 0 0 0 1 1 0 0 0 0 0 0
