ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 8
 path_based renewable label = 8


 (east, west, south, north, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), from host(vch2)0,.. to host(vch2)0,..
 Node  0:   2 0 2 0 0 0 0 3 0 3 1 1
 Node  1:   2 0 0 0 1 1 0 2 0 0 0 0
 Node  2:   2 0 2 0 0 0 0 1 0 3 1 1
 Node  3:   1 0 2 0 1 1 0 1 0 3 0 0
 Node  4:   2 0 2 0 0 0 0 0 0 3 1 1
 Node  5:   3 1 2 0 1 1 0 0 0 3 0 0
 Node  6:   3 2 4 0 0 0 0 0 0 6 1 1
 Node  7:   4 3 2 0 1 1 0 0 0 3 0 0
 Node  8:   3 4 2 0 0 0 0 0 0 3 1 1
 Node  9:   2 3 4 0 1 1 0 0 0 6 0 0
 Node 10:   1 3 2 0 0 0 0 0 0 3 1 1
 Node 11:   0 2 2 0 1 1 0 0 0 3 0 0
 Node 12:   0 1 2 0 0 0 1 0 0 3 1 1
 Node 13:   0 2 2 0 1 1 1 0 0 3 0 0
 Node 14:   0 2 0 0 0 0 2 0 0 0 1 1
 Node 15:   0 2 2 0 1 1 3 0 0 3 0 0
 Node 16:   2 0 2 0 0 0 0 3 0 2 1 1
 Node 17:   2 0 0 0 1 1 0 2 0 0 0 0
 Node 18:   2 0 2 0 0 0 0 1 0 2 1 1
 Node 19:   1 0 2 0 1 1 0 1 0 2 0 0
 Node 20:   2 0 2 0 0 0 0 0 0 2 1 1
 Node 21:   3 1 2 0 1 1 0 0 0 2 0 0
 Node 22:   3 2 4 0 0 0 0 0 0 4 1 1
 Node 23:   4 3 2 0 1 1 0 0 0 2 0 0
 Node 24:   3 4 2 0 0 0 0 0 0 2 1 1
 Node 25:   2 3 4 0 1 1 0 0 0 4 0 0
 Node 26:   1 3 2 0 0 0 0 0 0 2 1 1
 Node 27:   0 2 2 0 1 1 0 0 0 2 0 0
 Node 28:   0 1 2 0 0 0 1 0 0 2 1 1
 Node 29:   0 2 2 0 1 1 1 0 0 2 0 0
 Node 30:   0 2 0 0 0 0 2 0 0 0 1 1
 Node 31:   0 2 2 0 1 1 3 0 0 2 0 0
 Node 32:   2 0 2 0 0 0 0 3 0 1 1 1
 Node 33:   2 0 0 0 1 1 0 2 0 0 0 0
 Node 34:   2 0 2 0 0 0 0 1 0 1 1 1
 Node 35:   1 0 2 0 1 1 0 1 0 1 0 0
 Node 36:   2 0 2 0 0 0 0 0 0 1 1 1
 Node 37:   3 1 2 0 1 1 0 0 0 1 0 0
 Node 38:   3 2 4 0 0 0 0 0 0 2 1 1
 Node 39:   4 3 2 0 1 1 0 0 0 1 0 0
 Node 40:   3 4 2 0 0 0 0 0 0 1 1 1
 Node 41:   2 3 4 0 1 1 0 0 0 2 0 0
 Node 42:   1 3 2 0 0 0 0 0 0 1 1 1
 Node 43:   0 2 2 0 1 1 0 0 0 1 0 0
 Node 44:   0 1 2 0 0 0 1 0 0 1 1 1
 Node 45:   0 2 2 0 1 1 1 0 0 1 0 0
 Node 46:   0 2 0 0 0 0 2 0 0 0 1 1
 Node 47:   0 2 2 0 1 1 3 0 0 1 0 0
 Node 48:   2 0 1 0 0 0 0 3 0 1 1 1
 Node 49:   2 0 0 0 1 1 0 2 0 0 0 0
 Node 50:   2 0 1 0 0 0 0 1 0 1 1 1
 Node 51:   1 0 1 0 1 1 0 1 0 1 0 0
 Node 52:   2 0 1 0 0 0 0 0 0 1 1 1
 Node 53:   3 1 1 0 1 1 0 0 0 1 0 0
 Node 54:   3 2 2 0 0 0 0 0 0 2 1 1
 Node 55:   4 3 1 0 1 1 0 0 0 1 0 0
 Node 56:   3 4 1 0 0 0 0 0 0 1 1 1
 Node 57:   2 3 2 0 1 1 0 0 0 2 0 0
 Node 58:   1 3 1 0 0 0 0 0 0 1 1 1
 Node 59:   0 2 1 0 1 1 0 0 0 1 0 0
 Node 60:   0 1 1 0 0 0 1 0 0 1 1 1
 Node 61:   0 2 1 0 1 1 1 0 0 1 0 0
 Node 62:   0 2 0 0 0 0 2 0 0 0 1 1
 Node 63:   0 2 1 0 1 1 3 0 0 1 0 0
 Node 64:   2 0 2 0 0 0 0 3 0 0 1 1
 Node 65:   2 0 0 0 1 1 0 2 0 0 0 0
 Node 66:   2 0 2 0 0 0 0 1 0 0 1 1
 Node 67:   1 0 2 0 1 1 0 1 0 0 0 0
 Node 68:   2 0 2 0 0 0 0 0 0 0 1 1
 Node 69:   3 1 2 0 1 1 0 0 0 0 0 0
 Node 70:   3 2 4 0 0 0 0 0 0 0 1 1
 Node 71:   4 3 2 0 1 1 0 0 0 0 0 0
 Node 72:   3 4 2 0 0 0 0 0 0 0 1 1
 Node 73:   2 3 4 0 1 1 0 0 0 0 0 0
 Node 74:   1 3 2 0 0 0 0 0 0 0 1 1
 Node 75:   0 2 2 0 1 1 0 0 0 0 0 0
 Node 76:   0 1 2 0 0 0 1 0 0 0 1 1
 Node 77:   0 2 2 0 1 1 1 0 0 0 0 0
 Node 78:   0 2 0 0 0 0 2 0 0 0 1 1
 Node 79:   0 2 2 0 1 1 3 0 0 0 0 0
 Node 80:   2 0 3 1 0 0 0 3 0 0 1 1
 Node 81:   2 0 0 0 1 1 0 2 0 0 0 0
 Node 82:   2 0 3 1 0 0 0 1 0 0 1 1
 Node 83:   1 0 3 1 1 1 0 1 0 0 0 0
 Node 84:   2 0 3 1 0 0 0 0 0 0 1 1
 Node 85:   3 1 3 1 1 1 0 0 0 0 0 0
 Node 86:   3 2 6 2 0 0 0 0 0 0 1 1
 Node 87:   4 3 3 1 1 1 0 0 0 0 0 0
