296.875	1756.88
2765.78	28228.9
272.5	1507.5
2577.19	26421.6
272.5	1507.5
2577.19	26421.6
143.438	477.188
696.523	3859.49
285	1635
2696.07	27528.7
300	1800
2700	28200
300	1800
2700	28200
300	1800
2700	28200
296.875	1756.88
2765.78	28228.9
272.5	1507.5
2577.19	26421.6
272.5	1507.5
2577.19	26421.6
143.438	477.188
696.523	3859.49
285	1635
2696.07	27528.7
300	1800
2700	28200
300	1800
2700	28200
300	1800
2700	28200
